row,year,unc_status,transfer,comp_major,major,prereqs,prior_exp,ap_principles,ap_a,other_comp,prior_time,languages,hours_online_social,hours_online_work,tech_best_interests,apps_accessible,identity_my_interaction,id_interact_with_me,interested_connections,social_issues,research_biases,researchers_unbiased,empirical_data,cs_objective,algorithms_objective,tech_impact,pre_lecture_videos,add_livestream,own_notes,own_examples,oh_visits,ls_effective,lsqs_effective,programming_effective,qz_effective,oh_effective,tutoring_effective,pace,difficulty,understanding,interesting,valuable,would_recommend
197,27,Junior,No,No,Neuroscience,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, PSYC 210",1-2 years,Yes,Yes,None,1 month or so,"Python, Java / C#, C / C++, HTML / CSS",3 to 5 hours,3 to 5 hours,2,7,6,6,3,7,7,4,2,6,6,5,7,7,7,5,0,7,5,5,3,,,4,4,4,2,6,5
198,27,Junior,No,No,Advertising and PR,"MATH 130, STOR 113, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,4,3,2,2,5,5,5,6,3,5,5,6,6,6,6,7,4,7,7,7,7,7,7,6,5,4,6,6,5
199,29,Junior,No,No,Applied Sciences,"MATH 231, MATH 232, MATH 233",2-6 months,No,No,None,1 month or so,"Python, R / Matlab / SAS, HTML / CSS, SQL",3 to 5 hours,5 to 10 hours,3,7,2,4,4,4,5,4,7,7,7,7,4,5,1,7,0,4,4,7,5,,,4,3,7,5,7,5
200,28,Junior,No,No,Human Development and Family Science,"MATH 129P, MATH 130, MATH 231, PSYC 210",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,2,6,2,4,3,6,6,2,1,5,6,4,2,3,7,5,0,4,4,6,6,4,,2,4,6,6,4,6
201,28,Senior,No,No,Physics,"MATH 210, MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, STOR 155",Over 2 years,No,No,High school course (IB or other),> 2 years,"Python, Java / C#, C / C++, JavaScript / TypeScript, R / Matlab / SAS, SQL",5 to 10 hours,5 to 10 hours,3,3,5,5,6,6,7,4,2,4,6,6,2,3,1,2,0,5,1,5,5,,,4,2,6,3,5,5
202,28,Sophomore,No,No,Biology,"MATH 130, MATH 231",None to less than one month!,,,,,,3 to 5 hours,10+ hours,7,6,2,2,2,5,5,7,2,4,6,6,7,7,7,5,0,4,6,6,7,,,6,4,6,4,4,5
203,29,Freshman,No,No,Studio Art,"MATH 231, MATH 232, MATH 233, STOR 155",7-12 months,Yes,No,None,1 month or so,Python,3 to 5 hours,3 to 5 hours,2,3,5,6,5,7,7,3,2,3,7,6,5,3,3,2,0,5,5,7,5,,,5,2,6,6,7,7
204,28,Junior,No,No,Neuroscience,MATH 231,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,1,2,5,7,7,7,7,1,1,1,1,5,5,7,2,6,0,1,4,5,7,2,,3,3,6,5,7,6
205,28,Junior,No,No,Economics,MATH 129P,None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,6,6,5,5,5,6,4,3,5,3,5,5,6,7,7,3,1,6,6,6,6,,,4,4,6,5,7,6
206,28,Sophomore,No,No,Data Science,"MATH 210, STOR 120, STOR 155",2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, SQL",3 to 5 hours,3 to 5 hours,5,5,6,7,4,6,6,3,2,2,4,5,5,5,6,3,0,5,5,5,6,,,4,3,5,4,6,6
207,27,Junior,No,No,Biology,"MATH 231, PSYC 210, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,3,4,3,5,5,6,7,5,4,6,6,5,5,6,5,5,0,4,5,3,7,,,4,4,3,5,5,4
208,28,Sophomore,No,No,Earth Science,MATH 232,None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,7,5,7,1,7,7,3,5,1,4,5,2,7,5,5,0,7,4,7,7,,,4,5,5,4,5,4
209,28,Junior,No,No,Exercise and Sports Science,"PSYC 210, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,6,6,6,6,6,5,4,3,3,4,5,6,5,7,6,6,1,7,5,7,6,7,,4,3,6,6,6,7
210,27,Senior,No,No,Psychology,"MATH 130, MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,5,4,7,1,7,7,2,1,1,3,2,6,6,7,1,1,5,4,5,7,5,7,7,5,3,3,6,4
211,27,Junior,No,No,Psychology,"MATH 129P, PSYC 210",None to less than one month!,,,,,,10+ hours,5 to 10 hours,4,7,7,7,4,7,7,1,4,2,2,3,3,7,6,3,0,7,7,7,7,4,4,6,6,2,6,6,7
212,26,Senior,No,No,Biomedical Engineering,"MATH 130, MATH 231, MATH 232, MATH 233",2-6 months,No,No,UNC,None to less than one month!,"Python, R / Matlab / SAS",5 to 10 hours,3 to 5 hours,6,6,4,4,5,5,6,6,5,5,6,5,5,5,5,4,0,5,5,5,6,,,4,2,5,5,5,7
213,29,Sophomore,No,No,Business,"MATH 231, MATH 232",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,6,6,4,6,7,6,5,5,4,6,5,6,7,7,6,6,1,6,6,5,6,4,5,6,5,5,6,6,6
214,26,Senior,No,No,Neuroscience,"MATH 130, MATH 231, MATH 232, PSYC 210",2-6 months,No,No,UNC,None to less than one month!,Python,3 to 5 hours,3 to 5 hours,5,6,4,4,2,4,5,5,4,5,5,5,7,7,6,5,2,7,7,1,1,7,,6,7,1,1,3,2
215,28,Junior,Yes,No,Physics,"MATH 129P, MATH 130, MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,5,7,4,4,2,6,6,6,4,2,4,7,7,7,5,1,0,7,4,4,7,,,7,7,1,1,3,1
216,27,Junior,No,No,Data Science,"MATH 130, MATH 152, MATH 210, MATH 231, STOR 120, STOR 155",1-2 years,No,No,UNC,None to less than one month!,"Python, R / Matlab / SAS",5 to 10 hours,3 to 5 hours,2,7,7,7,7,7,7,1,1,1,2,4,2,7,7,1,0,7,6,7,7,,,5,3,6,7,7,7
217,26,Senior,No,No,Neuroscience,"MATH 130, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,6,7,7,7,5,6,7,1,2,2,3,5,2,7,5,2,2,4,5,4,5,5,5,5,5,3,3,3,2
218,29,Freshman,No,No,Biology,STOR 155,None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,4,6,2,2,1,5,5,1,2,2,4,3,7,7,5,4,0,7,5,5,5,,,5,4,3,4,2,4
219,27,Senior,No,No,Biology,"MATH 231, STOR 120",2-6 months,No,No,UNC,None to less than one month!,"Python, R / Matlab / SAS",0 to 2 hours,5 to 10 hours,3,4,1,1,1,6,6,5,1,6,5,6,2,7,6,2,1,3,1,2,2,,,6,6,2,2,6,5
220,29,Sophomore,No,No,Neuroscience,"MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,3,5,5,6,4,7,7,4,3,3,4,5,7,7,4,3,4,7,6,3,3,,4,3,7,2,1,4,4
221,28,Junior,Yes,No,Statistics and Analytics,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, STOR 155",2-6 months,Yes,No,None,None to less than one month!,"Python, R / Matlab / SAS, SQL",0 to 2 hours,3 to 5 hours,4,6,6,6,5,7,6,3,2,3,4,5,5,3,6,3,2,5,6,6,6,,,6,4,5,4,6,6
222,29,Sophomore,No,No,Biology,"MATH 130, MATH 231",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,3,5,2,6,4,6,4,4,4,4,5,5,5,7,5,4,1,3,3,6,6,,,4,4,4,5,4,6
223,29,Freshman,No,No,Biomedical Engineering,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,1,4,6,6,4,7,6,3,1,3,5,3,7,7,5,4,1,5,6,7,1,,6,4,6,2,6,6,7
224,27,Senior,No,No,Neuroscience,"MATH 130, MATH 231, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,3,5,5,5,4,7,6,4,2,6,6,5,7,3,5,6,0,6,5,7,7,,,4,3,5,3,5,5
225,28,Junior,No,No,Biology,"MATH 231, MATH 232, STOR 155",7-12 months,No,Yes,High school course (IB or other),7-12 months,"Python, Java / C#, JavaScript / TypeScript, R / Matlab / SAS, HTML / CSS",10+ hours,5 to 10 hours,5,7,4,6,2,6,6,6,5,4,6,6,4,7,4,4,1,6,6,6,6,,,4,4,4,3,4,4
226,29,Sophomore,No,No,Neuroscience,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231",None to less than one month!,,,,,,5 to 10 hours,10+ hours,7,5,5,5,2,5,6,5,3,6,6,7,4,7,6,3,2,3,3,4,3,2,5,4,4,1,4,3,3
227,28,Sophomore,No,No,Economics,"MATH 130, MATH 231, MATH 232, MATH 233, MATH 381, STOR 155",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,6,6,3,4,4,4,4,3,3,2,6,5,6,7,3,2,2,3,3,4,5,4,5,5,5,4,4,5,5
228,28,Junior,No,No,Neuroscience,"MATH 231, MATH 232, STOR 120",2-6 months,No,No,UNC,None to less than one month!,"Python, R / Matlab / SAS",3 to 5 hours,5 to 10 hours,4,3,2,2,2,4,5,3,2,2,4,4,6,4,4,3,1,4,2,4,3,5,,4,5,4,3,2,5
229,27,Junior,No,Yes - BA,Computer Science,PSYC 210,2-6 months,No,No,None,2-6 months,"Python, C / C++, JavaScript / TypeScript, HTML / CSS, SQL",10+ hours,3 to 5 hours,1,7,7,7,7,7,7,1,1,1,1,2,4,7,4,5,0,7,4,6,6,,,4,2,6,7,7,7
230,28,Sophomore,No,No,Data Science,"MATH 231, STOR 155",2-6 months,No,No,High school course (IB or other),1 month or so,"Python, R / Matlab / SAS, BASIC, HTML / CSS",3 to 5 hours,5 to 10 hours,5,4,2,2,7,7,7,7,5,5,5,6,7,7,5,5,4,6,6,6,5,6,6,5,5,4,4,4,5
231,27,Junior,No,No,Psychology,"MATH 129P, MATH 231, MATH 232, MATH 347, PSYC 210, STOR 155",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,7,4,4,4,1,7,7,1,1,3,7,7,4,7,5,2,0,2,2,2,6,2,2,5,5,3,1,1,2
232,28,Junior,Yes,Yes - Minor,Data Science,"MATH 231, MATH 232",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,5,5,1,1,7,7,3,6,1,3,7,6,7,7,6,2,1,7,7,7,7,,,5,4,3,6,7,7
233,28,Junior,No,No,Mathematics,"MATH 232, MATH 233, MATH 381",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,4,5,3,3,3,5,5,5,1,4,4,4,6,4,6,1,2,7,3,3,7,3,,5,4,4,3,3,7
234,27,Junior,Yes,No,Economics,"MATH 231, MATH 232",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,4,7,1,1,7,7,6,5,1,5,6,4,7,7,7,4,0,4,7,7,7,,,5,4,4,5,6,6
235,29,Junior,No,No,Neuroscience,"MATH 231, STOR 155",7-12 months,Yes,Yes,High school course (IB or other),1 month or so,"Python, Java / C#, HTML / CSS",0 to 2 hours,0 to 2 hours,6,6,4,4,5,7,5,4,3,4,5,4,6,5,6,5,1,7,6,6,4,7,7,5,5,4,7,7,7
236,26,Senior,Yes,No,Mathematics,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, STOR 155",1-2 years,Yes,Yes,Another college or community college,1-2 years,"Python, Java / C#",5 to 10 hours,3 to 5 hours,2,5,5,6,4,6,7,3,5,3,2,4,5,6,3,6,1,5,5,6,5,,,5,2,5,3,3,5
237,28,Senior,No,No,Economics,"MATH 231, STOR 151, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,2,6,3,5,2,4,6,5,3,5,5,5,5,5,5,3,1,4,5,6,5,4,5,4,5,4,2,5,3
238,28,Sophomore,No,No,HPM,"MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,5,5,1,2,4,5,4,5,4,5,5,6,6,4,7,4,1,6,6,6,6,7,7,4,5,3,4,5,4
239,28,Senior,Yes,No,Neuroscience,"MATH 231, MATH 232, MATH 233, MATH 381",7-12 months,Yes,Yes,None,None to less than one month!,"Python, Java / C#, C / C++",10+ hours,3 to 5 hours,7,7,1,1,4,5,5,4,5,5,4,7,1,7,6,6,0,7,7,7,7,,,4,3,6,6,3,7
240,26,Senior,No,No,Psychology,"MATH 130, MATH 231, PSYC 210, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,3,5,3,4,4,5,3,3,4,5,5,7,4,4,4,2,6,5,6,6,5,7,5,5,6,5,4,6
241,28,Junior,No,No,Biology,"MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,5,6,4,5,6,6,3,5,3,5,2,3,5,5,7,7,0,4,5,6,7,5,5,4,3,5,6,5,5
242,29,Junior,No,No,Neuroscience,"MATH 232, MATH 233, STOR 120",1-2 years,Yes,No,High school course (IB or other),2-6 months,Python,0 to 2 hours,3 to 5 hours,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,6
243,27,Senior,No,No,Environmental Science/Studies,"MATH 152, MATH 231, MATH 232, MATH 233, STOR 155",2-6 months,No,No,Other,None to less than one month!,Python,0 to 2 hours,3 to 5 hours,5,7,1,1,4,7,7,3,2,2,5,6,3,4,2,2,0,2,6,7,4,,,5,3,6,6,6,7
244,29,Sophomore,No,No,Environmental Science/Studies,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,6,7,4,4,5,6,6,6,4,4,6,6,7,7,7,5,1,6,5,3,7,5,,3,5,5,5,6,6
245,28,Junior,No,No,Data Science,"MATH 130, STOR 120",2-6 months,No,No,UNC,None to less than one month!,Python,5 to 10 hours,5 to 10 hours,3,6,5,6,5,7,7,2,1,3,4,5,5,7,4,5,1,6,5,7,4,,,5,4,4,5,6,5
246,28,Sophomore,No,No,Data Science,"MATH 130, STOR 113",7-12 months,No,No,UNC,2-6 months,"Python, R / Matlab / SAS",0 to 2 hours,5 to 10 hours,7,5,7,1,3,4,4,6,6,6,4,4,7,7,1,4,0,7,3,7,6,,,5,4,6,4,2,3
247,27,Junior,No,No,Data Science,"MATH 231, MATH 232, MATH 233, MATH 381, PHIL 155, STOR 155",2-6 months,No,No,None,None to less than one month!,Python,3 to 5 hours,5 to 10 hours,1,2,6,7,6,7,7,4,1,1,4,4,3,1,7,6,1,2,1,7,7,6,,4,4,6,7,7,7
248,28,Sophomore,No,No,Psychology,"MATH 152, PSYC 210, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,3,6,5,4,5,6,7,1,2,4,6,6,4,6,5,5,0,6,5,5,6,,,6,5,3,4,5,4
249,26,Senior,No,No,Advertising and PR,"MATH 129P, PSYC 210",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,6,6,5,7,5,7,7,4,4,5,3,4,6,5,7,3,2,6,6,6,5,3,,4,7,2,6,6,4
250,28,Junior,No,No,Biology,"MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,1,6,5,7,4,6,6,4,2,4,7,5,5,7,6,5,1,4,5,7,6,3,5,4,3,5,5,4,5
251,26,Senior,No,No,Psychology,"MATH 130, MATH 231, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,7,6,6,2,5,7,1,2,4,5,5,7,7,7,4,0,7,5,7,6,,,6,6,3,3,2,2
252,29,Sophomore,No,No,Data Science,"MATH 210, MATH 231, STOR 120",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,2,6,6,6,4,5,6,4,2,4,4,6,7,7,3,6,0,7,6,6,6,,,4,5,6,4,5,6
253,27,Senior,No,No,Economics,"MATH 129P, MATH 130, MATH 231, MATH 232, STOR 151, STOR 155",1-2 years,No,No,UNC,None to less than one month!,"Python, R / Matlab / SAS",3 to 5 hours,3 to 5 hours,5,7,5,5,7,7,6,4,5,7,6,7,7,7,7,6,2,7,6,6,6,5,,6,3,5,6,3,7
254,26,Senior,Yes,No,Economics,"MATH 152, MATH 233",None to less than one month!,,,,,,3 to 5 hours,10+ hours,7,7,6,6,7,7,4,7,7,7,5,7,7,6,7,5,1,7,7,7,7,7,,7,5,6,7,7,7
255,28,Senior,No,No,Neuroscience,"MATH 129P, MATH 231, MATH 232, STOR 155",1-2 years,Yes,Yes,High school course (IB or other),None to less than one month!,"Python, Java / C#",3 to 5 hours,5 to 10 hours,3,5,4,5,6,6,6,3,2,5,5,5,3,5,6,6,0,3,6,7,6,6,,3,3,5,5,5,6
256,28,Junior,No,No,Biology,"MATH 130, MATH 231, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,6,6,7,6,5,7,6,5,3,4,4,5,6,4,7,3,1,6,6,6,6,6,6,4,3,4,6,5,5
257,29,Freshman,No,No,Data Science,"MATH 231, MATH 232",Over 2 years,No,Yes,High school course (IB or other),> 2 years,"Python, Java / C#, C / C++",3 to 5 hours,3 to 5 hours,6,6,3,3,6,6,3,6,5,5,5,5,5,7,6,6,0,5,5,5,5,,,2,2,7,6,6,7
258,29,Freshman,No,No,Neuroscience,"MATH 231, MATH 232, STOR 155",Over 2 years,No,No,High school course (IB or other),> 2 years,"Python, Java / C#, C / C++, JavaScript / TypeScript",3 to 5 hours,3 to 5 hours,1,6,5,6,6,7,7,5,1,3,5,2,3,6,4,4,0,3,7,7,6,,,1,2,7,6,4,5
259,29,Freshman,No,No,Biology,MATH 130,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,4,4,4,4,6,5,4,4,4,4,4,7,5,6,5,2,6,6,6,5,,,4,5,3,6,5,6
260,27,Junior,No,No,Information Science,"MATH 130, MATH 210, MATH 231, STOR 120",2-6 months,Yes,Yes,On-line course,None to less than one month!,"Python, R / Matlab / SAS, HTML / CSS, SQL",3 to 5 hours,3 to 5 hours,6,6,1,2,5,7,7,4,4,4,4,5,7,7,4,5,3,7,5,6,5,,,4,4,4,6,6,5
261,27,Junior,No,No,Economics,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,7,5,7,5,7,7,3,6,3,4,7,7,7,7,5,1,6,7,7,5,7,7,5,5,3,6,7,5
262,29,Freshman,No,Yes - BS,Data Science,"MATH 231, MATH 232, MATH 233, MATH 381",2-6 months,No,No,UNC,2-6 months,"Python, R / Matlab / SAS, Bash",5 to 10 hours,3 to 5 hours,6,2,2,3,7,4,5,6,2,6,6,6,5,2,2,6,1,6,6,5,7,3,3,2,3,7,5,4,6
263,29,Junior,No,No,Business,"MATH 231, MATH 232",2-6 months,Yes,Yes,None,None to less than one month!,"Python, Java / C#, HTML / CSS",5 to 10 hours,3 to 5 hours,7,7,3,2,5,6,6,5,4,4,6,5,3,4,5,3,2,4,7,3,6,,,5,5,4,4,7,6
264,28,Junior,No,No,Neuroscience,"MATH 129P, MATH 231, MATH 232",2-6 months,No,No,UNC,1 month or so,"Python, R / Matlab / SAS",5 to 10 hours,3 to 5 hours,2,5,4,3,3,7,6,1,3,4,5,6,7,6,7,5,2,5,5,6,5,5,6,5,5,5,6,3,7
265,27,Junior,Yes,No,Biology,"MATH 231, MATH 232",None to less than one month!,,,,,,5 to 10 hours,0 to 2 hours,2,7,3,4,2,4,4,4,6,6,7,3,7,7,2,4,2,7,4,5,4,,,5,5,3,5,7,5
266,29,Junior,No,No,Business,"MATH 231, MATH 232, STOR 151, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,6,5,6,6,7,5,6,3,4,3,4,7,6,6,6,3,2,7,6,7,7,,,4,4,6,5,6,7
267,27,Senior,No,No,Chemistry,"MATH 233, MATH 381, STOR 120",2-6 months,No,No,None,2-6 months,"Python, R / Matlab / SAS",5 to 10 hours,5 to 10 hours,5,7,6,6,7,7,7,3,4,5,5,4,7,7,2,5,0,7,6,7,6,,,4,4,6,5,7,7
268,29,Sophomore,No,No,Environmental Science/Studies,"MATH 231, STOR 155",7-12 months,Yes,No,None,None to less than one month!,"Python, R / Matlab / SAS",0 to 2 hours,5 to 10 hours,3,6,2,4,5,7,7,3,3,3,3,5,3,7,7,2,1,5,6,7,7,5,,4,3,5,6,6,7
269,29,Freshman,No,No,Economics,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,4,7,4,5,3,6,5,5,5,5,6,5,7,3,6,6,1,6,6,6,6,5,,4,5,5,5,5,6
270,29,Sophomore,No,No,Biology,"MATH 130, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,6,4,4,6,6,6,3,3,3,4,6,6,4,6,4,1,6,6,6,6,5,,4,4,5,6,6,6
271,28,Sophomore,No,No,Environmental Science/Studies,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,2,7,6,7,5,6,5,4,3,6,6,7,5,6,7,2,2,6,4,5,5,7,,3,5,5,4,4,5
272,28,Sophomore,No,No,Biology,"MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,4,4,4,2,6,5,3,4,5,5,4,6,7,7,6,3,7,7,6,7,,,6,5,5,6,4,6
273,28,Sophomore,No,No,Neuroscience,MATH 130,None to less than one month!,,,,,,10+ hours,3 to 5 hours,6,5,7,7,4,5,6,3,4,3,5,6,6,7,5,5,1,6,4,7,4,,,7,7,3,2,3,3
274,28,Junior,No,No,Communications,"MATH 129P, MATH 130, MATH 231",2-6 months,Yes,No,UNC,1 month or so,"Python, Java / C#, JavaScript / TypeScript, HTML / CSS",5 to 10 hours,10+ hours,7,7,5,5,7,7,7,1,5,7,6,7,7,7,1,7,0,5,1,5,1,,,7,7,1,3,5,4
275,29,Sophomore,No,Yes - BS,Business,"MATH 231, MATH 232, STOR 155",2-6 months,Yes,No,High school course (IB or other),1 month or so,"Python, JavaScript / TypeScript, HTML / CSS, SQL",3 to 5 hours,0 to 2 hours,4,6,1,6,7,7,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,6
276,28,Junior,No,No,Economics,"MATH 130, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
277,27,Junior,No,No,Biology,"MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,5,5,5,5,5,4,5,5,3
278,28,Sophomore,No,No,Psychology,STOR 151,2-6 months,Yes,No,On-line course,2-6 months,"Python, HTML / CSS",0 to 2 hours,5 to 10 hours,2,6,6,6,5,6,6,3,4,4,4,4,4,4,6,5,0,4,4,5,5,5,4,4,6,3,3,5,5
279,29,Sophomore,No,No,Asian Studies,"MATH 129P, MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,7,5,6,4,7,7,6,5,5,6,5,7,5,6,4,1,7,7,7,7,5,,5,5,3,5,7,7
280,26,Senior,No,No,Neuroscience,"MATH 130, MATH 231, MATH 232",2-6 months,No,No,None,None to less than one month!,"Python, R / Matlab / SAS",0 to 2 hours,3 to 5 hours,3,6,4,4,5,6,5,6,5,5,5,6,7,7,6,3,1,7,6,6,6,,,4,5,3,5,5,5
281,29,Junior,No,No,Nutrition,MATH 231,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,4,3,4,3,6,6,3,2,4,5,4,7,6,4,3,1,4,5,4,6,,,4,4,3,6,5,7
282,26,Senior,No,No,Neuroscience,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,6,6,4,5,2,5,6,6,4,4,5,5,6,7,5,5,1,6,5,6,2,,,4,5,3,2,2,4
283,29,Sophomore,No,No,Business,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, STOR 120, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,3,5,5,6,5,6,5,3,3,5,3,5,5,7,5,1,0,1,2,3,5,,,5,5,3,3,4,3
284,28,Junior,No,No,Applied Sciences,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232",2-6 months,No,No,None,1 month or so,"Python, R / Matlab / SAS",0 to 2 hours,0 to 2 hours,6,6,6,6,4,6,6,6,3,4,4,5,7,5,6,4,1,6,6,6,7,,,4,5,5,5,6,6
285,28,Senior,No,No,Statistics and Analytics,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, STOR 155",Over 2 years,No,No,Other,> 2 years,"Python, R / Matlab / SAS, HTML / CSS",5 to 10 hours,5 to 10 hours,1,6,2,5,6,2,3,7,3,6,6,7,2,5,2,7,0,2,6,7,5,3,,1,1,7,4,6,5
286,29,Sophomore,No,No,Neuroscience,"MATH 231, MATH 232",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,1,7,1,1,4,6,6,2,1,7,3,7,7,7,4,7,2,6,4,6,6,,,4,3,4,6,6,7
287,29,Junior,No,No,Economics,"MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,6,6,5,5,5,6,4,3,4,2,5,6,6,5,3,0,5,6,6,5,,,4,5,5,5,7,5
288,27,Senior,No,No,Economics,"MATH 130, MATH 231, MATH 232, MATH 233, STOR 151",2-6 months,Yes,No,High school course (IB or other),None to less than one month!,Python,3 to 5 hours,3 to 5 hours,5,7,3,5,2,6,5,3,3,4,4,6,6,7,6,3,0,6,2,3,2,1,1,1,3,3,2,3,6
289,28,Sophomore,Yes,No,Chemistry,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231",1-2 years,No,No,Another college or community college,1-2 years,"Python, Java / C#, C / C++, Bash",10+ hours,3 to 5 hours,3,6,1,1,5,5,5,5,5,2,7,6,1,3,1,1,0,1,7,6,7,,,4,4,7,7,7,4
290,29,Junior,No,No,Economics,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 381, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,7,4,4,3,5,5,5,3,5,6,5,3,5,1,5,0,4,4,3,6,,,5,3,6,4,5,6
291,28,Junior,Yes,No,Psychology,"MATH 130, STOR 120",2-6 months,No,No,UNC,None to less than one month!,"Python, HTML / CSS, SQL",3 to 5 hours,3 to 5 hours,2,3,7,7,7,7,7,3,4,3,3,4,5,4,3,3,1,3,4,5,5,6,,4,4,6,6,7,6
292,27,Junior,Yes,Yes - Minor,Economics,MATH 232,2-6 months,No,No,UNC,None to less than one month!,Python,5 to 10 hours,3 to 5 hours,7,7,4,4,7,5,6,4,4,5,6,4,6,3,3,3,1,6,7,6,7,7,7,5,4,4,6,6,7
293,29,Sophomore,No,No,Biology,"MATH 129P, MATH 231, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,5,7,3,4,5,6,7,4,3,4,3,7,7,7,7,4,3,7,6,6,7,5,,6,6,3,7,6,6
294,28,Sophomore,Yes,No,Economics,"MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,6,2,5,6,6,6,5,2,3,4,5,5,3,2,2,0,6,6,6,6,,,4,2,6,7,7,7
295,29,Junior,No,Yes - Minor,Mathematics,"MATH 231, MATH 232, MATH 233, STOR 120, STOR 155",2-6 months,No,No,None,2-6 months,"Python, C / C++, HTML / CSS",3 to 5 hours,3 to 5 hours,4,7,4,7,6,6,6,5,3,5,5,6,4,6,6,6,1,6,7,7,7,,,5,2,5,5,4,7
