row,year,unc_status,transfer,comp_major,major,prereqs,prior_exp,ap_principles,ap_a,other_comp,prior_time,languages,hours_online_social,hours_online_work,tech_best_interests,apps_accessible,identity_my_interaction,id_interact_with_me,interested_connections,social_issues,research_biases,researchers_unbiased,empirical_data,cs_objective,algorithms_objective,tech_impact,pre_lecture_videos,add_livestream,own_notes,own_examples,oh_visits,ls_effective,lsqs_effective,programming_effective,qz_effective,oh_effective,tutoring_effective,pace,difficulty,understanding,interesting,valuable,would_recommend
198,27,Senior,No,No,Economics,"STOR 113, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,5,5,2,2,4,5,5,4,2,4,4,5,4,6,5,6,4,7,6,6,6,4,,7,6,3,4,5,4
199,29,Sophomore,No,No,Neuroscience,"PSYC 210, STOR 120, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,3,6,6,6,4,3,5,2,2,2,6,4,5,7,2,3,2,6,3,3,3,6,5,3,4,2,1,3,2
200,27,Junior,Yes,No,Economics,"MATH 152, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,5,7,4,6,4,2,6,4,4,4,3,6,7,7,7,4,0,7,4,4,2,,,7,7,3,6,4,4
201,29,Junior,No,No,Neuroscience,"MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,5,2,2,3,4,6,5,3,6,1,5,5,6,5,5,0,6,5,5,5,,,5,5,4,2,4,5
202,29,Sophomore,No,Yes - BS,Data Science,"MATH 129P, MATH 130, MATH 231, MATH 232",2-6 months,No,No,On-line course,1 month or so,Python,3 to 5 hours,3 to 5 hours,4,5,3,4,4,4,4,4,4,4,4,4,5,7,4,5,1,4,6,5,7,,,5,5,5,5,7,5
203,29,Freshman,No,No,Biostatistics ,MATH 152,None to less than one month!,,,,,,10+ hours,5 to 10 hours,3,3,4,2,7,4,4,6,4,2,4,4,5,3,5,4,3,4,4,4,4,4,4,5,5,3,4,4,4
204,27,Senior,No,No,Economics,"MATH 233, MATH 347, MATH 381",7-12 months,Yes,Yes,UNC,None to less than one month!,"Python, Java / C#, R / Matlab / SAS",5 to 10 hours,5 to 10 hours,3,6,4,4,4,4,5,4,1,4,3,6,4,4,1,4,0,7,6,6,5,,,2,1,7,4,7,6
205,29,Freshman,No,Yes - BS,Computer Science,"MATH 129P, MATH 231, STOR 155",1-2 years,Yes,No,Another college or community college,> 2 years,"Python, Java / C#, HTML / CSS",5 to 10 hours,3 to 5 hours,3,6,5,4,6,6,5,6,4,7,7,7,5,5,2,5,0,5,7,5,7,,,4,3,7,7,7,5
206,28,Sophomore,No,No,Biology,"MATH 130, PSYC 210, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,5,7,7,5,7,7,3,3,4,3,5,7,7,7,2,0,7,2,5,3,,,6,6,3,4,4,2
207,28,Sophomore,No,No,Chemistry,"MATH 231, MATH 232, MATH 233, STOR 155",7-12 months,No,No,High school course (IB or other),None to less than one month!,"Python, Java / C#",3 to 5 hours,3 to 5 hours,5,4,5,5,6,7,5,2,2,2,5,5,5,7,4,6,0,5,4,3,6,,,6,3,5,5,5,5
208,29,Sophomore,No,Yes - BA,Information Science,"MATH 129P, MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,6,6,6,6,5,4,5,4,6,6,6,6,7,2,4,0,6,4,6,6,,,5,4,5,5,7,6
209,28,Junior,No,No,Statistics and Analytics,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,6,7,2,3,6,7,7,6,3,3,5,7,1,7,1,1,1,2,2,7,7,,,4,3,6,7,7,7
210,29,Sophomore,No,No,Biology,MATH 130,None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,2,7,1,1,3,2,6,7,5,6,7,7,7,7,7,7,0,7,4,7,7,,,4,2,6,6,7,5
211,29,Freshman,No,Yes - BA,Computer Science,"MATH 130, MATH 210, MATH 231",None to less than one month!,,,,,,10+ hours,3 to 5 hours,2,7,5,6,7,7,4,5,5,3,6,7,7,7,7,6,0,7,5,7,6,5,,4,4,6,7,7,7
212,28,Senior,No,Yes - BS,Business,"MATH 129P, MATH 130, MATH 152, MATH 231, STOR 120, STOR 155",None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,5,6,6,3,5,7,6,4,3,4,6,7,6,7,3,4,0,6,5,5,6,,,4,2,6,5,5,7
213,26,Senior,No,No,Psychology,STOR 155,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,1,4,7,7,3,7,7,1,1,4,4,6,7,7,7,1,0,7,1,7,5,,,5,4,5,7,7,6
214,28,Sophomore,No,No,Biology,"MATH 210, MATH 231",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,3,3,7,7,5,7,7,2,3,2,2,6,3,2,7,2,0,5,2,7,7,,,3,3,6,6,7,7
215,28,Sophomore,No,No,Neuroscience,"MATH 130, MATH 231",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,3,4,4,5,4,4,4,4,4,4,4,4,7,7,7,6,3,7,6,5,5,5,5,5,5,3,4,4,5
216,26,Senior,Yes,No,Biology,"MATH 130, MATH 152, PHIL 155",2-6 months,No,No,On-line course,None to less than one month!,Python,0 to 2 hours,0 to 2 hours,1,1,6,5,2,7,4,7,5,6,4,3,5,7,6,4,0,7,6,6,3,,,6,4,5,2,2,3
217,28,Junior,No,No,Environmental Science/Studies,"MATH 129P, MATH 231, MATH 232, STOR 155",2-6 months,Yes,No,None,None to less than one month!,Python,0 to 2 hours,5 to 10 hours,2,6,4,6,4,5,6,2,2,4,3,5,5,3,4,3,0,6,6,7,5,,,4,4,3,3,6,5
218,29,Sophomore,No,No,Statistics and Analytics,"MATH 231, MATH 232, STOR 151, STOR 155",7-12 months,No,Yes,High school course (IB or other),None to less than one month!,"Java / C#, HTML / CSS",10+ hours,0 to 2 hours,5,7,4,4,1,1,6,2,3,4,1,5,7,7,4,1,0,6,1,5,3,,,6,4,1,1,7,7
219,27,Junior,Yes,No,Neuroscience,"MATH 129P, MATH 231, MATH 232, STOR 120",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,7,7,5,5,7,7,7,6,6,6,5,6,7,6,7,1,3,6,5,5,4,,,7,7,3,6,7,6
220,None,None,No,No,Undecided,MATH 129P,7-12 months,No,No,Another college or community college,None to less than one month!,"Python, R / Matlab / SAS, Stata",3 to 5 hours,0 to 2 hours,1,3,7,7,2,7,7,2,3,4,5,5,7,7,6,1,1,7,1,5,4,5,7,5,5,5,6,7,7
221,27,Junior,No,No,Data Science,"MATH 210, STOR 120",7-12 months,Yes,No,UNC,None to less than one month!,"Python, JavaScript / TypeScript, R / Matlab / SAS, HTML / CSS, SQL",5 to 10 hours,5 to 10 hours,5,5,4,5,6,7,6,2,4,5,4,6,1,5,3,3,1,7,5,6,6,4,6,4,2,6,6,7,6
222,28,Sophomore,No,No,Exercise and Sports Science,"MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,6,7,5,5,5,7,7,5,5,5,5,5,7,7,1,4,1,5,5,5,6,7,6,5,4,4,5,5,5
223,26,Senior,Yes,No,Biology,"MATH 130, MATH 231, STOR 155",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,7,7,6,7,2,7,7,7,6,7,4,6,7,7,7,6,1,6,6,7,6,,,5,5,5,6,2,7
224,28,Junior,No,No,Biology,MATH 130,None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,1,6,7,7,2,6,7,1,5,4,5,6,7,7,6,2,5,7,7,6,7,5,4,7,6,3,4,5,1
225,29,Junior,No,No,Neuroscience,"MATH 152, MATH 210, MATH 231, MATH 232, STOR 155",7-12 months,Yes,Yes,High school course (IB or other),1 month or so,"Python, Java / C#, C / C++",3 to 5 hours,3 to 5 hours,7,7,2,2,3,3,5,4,6,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,3,4,5
226,29,Sophomore,No,No,Biology,"MATH 129P, MATH 130",None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,3,5,6,5,5,6,6,4,3,4,6,5,6,7,6,4,0,7,6,6,3,,,5,4,3,5,4,4
227,29,Junior,No,No,Neuroscience,"MATH 129P, MATH 231, MATH 232, STOR 151, STOR 155",Over 2 years,Yes,No,High school course (IB or other),2-6 months,"Python, Java / C#, JavaScript / TypeScript, HTML / CSS",3 to 5 hours,3 to 5 hours,3,6,4,7,7,6,7,3,3,5,5,7,4,7,3,2,0,7,5,7,7,,,4,2,6,7,7,7
228,29,Junior,No,No,Biology,"MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,3,6,7,7,2,2,6,4,4,5,6,5,7,5,7,3,0,4,5,7,7,,,4,5,3,5,4,5
229,28,Junior,No,No,Environmental Science/Studies,"MATH 129P, MATH 231",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,4,4,6,4,7,5,6,5,5,4,3,7,6,7,4,0,7,7,7,5,5,,4,5,3,4,4,6
230,28,Junior,No,No,Biology,"MATH 231, MATH 232, MATH 233",2-6 months,No,No,High school course (IB or other),None to less than one month!,Python,3 to 5 hours,5 to 10 hours,2,5,6,7,5,5,7,3,3,4,5,5,6,6,5,5,1,5,5,6,5,,,5,5,3,5,5,5
